Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Date_Parsed,Year,Month,HomeTeam_encoded,AwayTeam_encoded,TotalGoals,GoalDifference,HomeAdvantage,Over2_5,Over1_5,Over3_5,BTTS,FTR_encoded
2017-2018,9/9/2017,Leicester,Chelsea,1,2,A,2017-09-09,2017,9,18,11,3,-1,0,1,1,0,1,2
2017-2018,9/9/2017,Man City,Liverpool,5,0,H,2017-09-09,2017,9,20,19,5,5,1,1,1,1,0,0
2017-2018,9/9/2017,Southampton,Watford,0,2,A,2017-09-09,2017,9,29,34,2,-2,0,0,1,0,0,2
2017-2018,9/9/2017,Stoke,Man United,2,2,D,2017-09-09,2017,9,30,21,4,0,0,1,1,1,1,1
2017-2018,10/9/2017,Burnley,Crystal Palace,1,0,H,2017-09-10,2017,9,8,12,1,1,1,0,0,0,0,0
2017-2018,10/9/2017,Swansea,Newcastle,0,1,A,2017-09-10,2017,9,32,23,1,-1,0,0,0,0,0,2
2017-2018,11/9/2017,West Ham,Huddersfield,2,0,H,2017-09-11,2017,9,36,16,2,2,1,0,1,0,0,0
2017-2018,15/09/2017,Bournemouth,Brighton,2,1,H,2017-09-15,2017,9,6,7,3,1,1,1,1,0,1,0
2017-2018,16/09/2017,Crystal Palace,Southampton,0,1,A,2017-09-16,2017,9,12,29,1,-1,0,0,0,0,0,2
2017-2018,16/09/2017,Huddersfield,Leicester,1,1,D,2017-09-16,2017,9,16,18,2,0,0,0,1,0,1,1
2017-2018,16/09/2017,Liverpool,Burnley,1,1,D,2017-09-16,2017,9,19,8,2,0,0,0,1,0,1,1
2017-2018,16/09/2017,Newcastle,Stoke,2,1,H,2017-09-16,2017,9,23,30,3,1,1,1,1,0,1,0
2017-2018,16/09/2017,Tottenham,Swansea,0,0,D,2017-09-16,2017,9,33,32,0,0,0,0,0,0,0,1
2017-2018,16/09/2017,Watford,Man City,0,6,A,2017-09-16,2017,9,34,20,6,-6,0,1,1,1,0,2
2017-2018,16/09/2017,West Brom,West Ham,0,0,D,2017-09-16,2017,9,35,36,0,0,0,0,0,0,0,1
2017-2018,17/09/2017,Chelsea,Arsenal,0,0,D,2017-09-17,2017,9,11,0,0,0,0,0,0,0,0,1
2017-2018,17/09/2017,Man United,Everton,4,0,H,2017-09-17,2017,9,21,14,4,4,1,1,1,1,0,0
2017-2018,23/09/2017,Burnley,Huddersfield,0,0,D,2017-09-23,2017,9,8,16,0,0,0,0,0,0,0,1
2017-2018,23/09/2017,Everton,Bournemouth,2,1,H,2017-09-23,2017,9,14,6,3,1,1,1,1,0,1,0
2017-2018,23/09/2017,Leicester,Liverpool,2,3,A,2017-09-23,2017,9,18,19,5,-1,0,1,1,1,1,2
2017-2018,23/09/2017,Man City,Crystal Palace,5,0,H,2017-09-23,2017,9,20,12,5,5,1,1,1,1,0,0
2017-2018,23/09/2017,Southampton,Man United,0,1,A,2017-09-23,2017,9,29,21,1,-1,0,0,0,0,0,2
2017-2018,23/09/2017,Stoke,Chelsea,0,4,A,2017-09-23,2017,9,30,11,4,-4,0,1,1,1,0,2
2017-2018,23/09/2017,Swansea,Watford,1,2,A,2017-09-23,2017,9,32,34,3,-1,0,1,1,0,1,2
2017-2018,23/09/2017,West Ham,Tottenham,2,3,A,2017-09-23,2017,9,36,33,5,-1,0,1,1,1,1,2
2017-2018,24/09/2017,Brighton,Newcastle,1,0,H,2017-09-24,2017,9,7,23,1,1,1,0,0,0,0,0
2017-2018,25/09/2017,Arsenal,West Brom,2,0,H,2017-09-25,2017,9,0,35,2,2,1,0,1,0,0,0
2017-2018,30/09/2017,Bournemouth,Leicester,0,0,D,2017-09-30,2017,9,6,18,0,0,0,0,0,0,0,1
2017-2018,30/09/2017,Chelsea,Man City,0,1,A,2017-09-30,2017,9,11,20,1,-1,0,0,0,0,0,2
2017-2018,30/09/2017,Huddersfield,Tottenham,0,4,A,2017-09-30,2017,9,16,33,4,-4,0,1,1,1,0,2
2017-2018,30/09/2017,Man United,Crystal Palace,4,0,H,2017-09-30,2017,9,21,12,4,4,1,1,1,1,0,0
2017-2018,30/09/2017,Stoke,Southampton,2,1,H,2017-09-30,2017,9,30,29,3,1,1,1,1,0,1,0
2017-2018,30/09/2017,West Brom,Watford,2,2,D,2017-09-30,2017,9,35,34,4,0,0,1,1,1,1,1
2017-2018,30/09/2017,West Ham,Swansea,1,0,H,2017-09-30,2017,9,36,32,1,1,1,0,0,0,0,0
2017-2018,1/10/2017,Arsenal,Brighton,2,0,H,2017-10-01,2017,10,0,7,2,2,1,0,1,0,0,0
2017-2018,1/10/2017,Everton,Burnley,0,1,A,2017-10-01,2017,10,14,8,1,-1,0,0,0,0,0,2
2017-2018,1/10/2017,Newcastle,Liverpool,1,1,D,2017-10-01,2017,10,23,19,2,0,0,0,1,0,1,1
2017-2018,14/10/2017,Burnley,West Ham,1,1,D,2017-10-14,2017,10,8,36,2,0,0,0,1,0,1,1
2017-2018,14/10/2017,Crystal Palace,Chelsea,2,1,H,2017-10-14,2017,10,12,11,3,1,1,1,1,0,1,0
2017-2018,14/10/2017,Liverpool,Man United,0,0,D,2017-10-14,2017,10,19,21,0,0,0,0,0,0,0,1
2017-2018,14/10/2017,Man City,Stoke,7,2,H,2017-10-14,2017,10,20,30,9,5,1,1,1,1,1,0
2017-2018,14/10/2017,Swansea,Huddersfield,2,0,H,2017-10-14,2017,10,32,16,2,2,1,0,1,0,0,0
2017-2018,14/10/2017,Tottenham,Bournemouth,1,0,H,2017-10-14,2017,10,33,6,1,1,1,0,0,0,0,0
2017-2018,14/10/2017,Watford,Arsenal,2,1,H,2017-10-14,2017,10,34,0,3,1,1,1,1,0,1,0
2017-2018,15/10/2017,Brighton,Everton,1,1,D,2017-10-15,2017,10,7,14,2,0,0,0,1,0,1,1
2017-2018,15/10/2017,Southampton,Newcastle,2,2,D,2017-10-15,2017,10,29,23,4,0,0,1,1,1,1,1
2017-2018,16/10/2017,Leicester,West Brom,1,1,D,2017-10-16,2017,10,18,35,2,0,0,0,1,0,1,1
2017-2018,20/10/2017,West Ham,Brighton,0,3,A,2017-10-20,2017,10,36,7,3,-3,0,1,1,0,0,2
2017-2018,21/10/2017,Chelsea,Watford,4,2,H,2017-10-21,2017,10,11,34,6,2,1,1,1,1,1,0
2017-2018,21/10/2017,Huddersfield,Man United,2,1,H,2017-10-21,2017,10,16,21,3,1,1,1,1,0,1,0
2017-2018,21/10/2017,Man City,Burnley,3,0,H,2017-10-21,2017,10,20,8,3,3,1,1,1,0,0,0
2017-2018,21/10/2017,Newcastle,Crystal Palace,1,0,H,2017-10-21,2017,10,23,12,1,1,1,0,0,0,0,0
2017-2018,21/10/2017,Southampton,West Brom,1,0,H,2017-10-21,2017,10,29,35,1,1,1,0,0,0,0,0
2017-2018,21/10/2017,Stoke,Bournemouth,1,2,A,2017-10-21,2017,10,30,6,3,-1,0,1,1,0,1,2
2017-2018,21/10/2017,Swansea,Leicester,1,2,A,2017-10-21,2017,10,32,18,3,-1,0,1,1,0,1,2
2017-2018,22/10/2017,Everton,Arsenal,2,5,A,2017-10-22,2017,10,14,0,7,-3,0,1,1,1,1,2
2017-2018,22/10/2017,Tottenham,Liverpool,4,1,H,2017-10-22,2017,10,33,19,5,3,1,1,1,1,1,0
2017-2018,28/10/2017,Arsenal,Swansea,2,1,H,2017-10-28,2017,10,0,32,3,1,1,1,1,0,1,0
2017-2018,28/10/2017,Bournemouth,Chelsea,0,1,A,2017-10-28,2017,10,6,11,1,-1,0,0,0,0,0,2
2017-2018,28/10/2017,Crystal Palace,West Ham,2,2,D,2017-10-28,2017,10,12,36,4,0,0,1,1,1,1,1
2017-2018,28/10/2017,Liverpool,Huddersfield,3,0,H,2017-10-28,2017,10,19,16,3,3,1,1,1,0,0,0
2017-2018,28/10/2017,Man United,Tottenham,1,0,H,2017-10-28,2017,10,21,33,1,1,1,0,0,0,0,0
2017-2018,28/10/2017,Watford,Stoke,0,1,A,2017-10-28,2017,10,34,30,1,-1,0,0,0,0,0,2
2017-2018,28/10/2017,West Brom,Man City,2,3,A,2017-10-28,2017,10,35,20,5,-1,0,1,1,1,1,2
2017-2018,29/10/2017,Brighton,Southampton,1,1,D,2017-10-29,2017,10,7,29,2,0,0,0,1,0,1,1
2017-2018,29/10/2017,Leicester,Everton,2,0,H,2017-10-29,2017,10,18,14,2,2,1,0,1,0,0,0
2017-2018,30/10/2017,Burnley,Newcastle,1,0,H,2017-10-30,2017,10,8,23,1,1,1,0,0,0,0,0
2017-2018,4/11/2017,Huddersfield,West Brom,1,0,H,2017-11-04,2017,11,16,35,1,1,1,0,0,0,0,0
2017-2018,4/11/2017,Newcastle,Bournemouth,0,1,A,2017-11-04,2017,11,23,6,1,-1,0,0,0,0,0,2
2017-2018,4/11/2017,Southampton,Burnley,0,1,A,2017-11-04,2017,11,29,8,1,-1,0,0,0,0,0,2
2017-2018,4/11/2017,Stoke,Leicester,2,2,D,2017-11-04,2017,11,30,18,4,0,0,1,1,1,1,1
2017-2018,4/11/2017,Swansea,Brighton,0,1,A,2017-11-04,2017,11,32,7,1,-1,0,0,0,0,0,2
2017-2018,4/11/2017,West Ham,Liverpool,1,4,A,2017-11-04,2017,11,36,19,5,-3,0,1,1,1,1,2
2017-2018,5/11/2017,Chelsea,Man United,1,0,H,2017-11-05,2017,11,11,21,1,1,1,0,0,0,0,0
2017-2018,5/11/2017,Everton,Watford,3,2,H,2017-11-05,2017,11,14,34,5,1,1,1,1,1,1,0
2017-2018,5/11/2017,Man City,Arsenal,3,1,H,2017-11-05,2017,11,20,0,4,2,1,1,1,1,1,0
2017-2018,5/11/2017,Tottenham,Crystal Palace,1,0,H,2017-11-05,2017,11,33,12,1,1,1,0,0,0,0,0
2017-2018,18/11/2017,Arsenal,Tottenham,2,0,H,2017-11-18,2017,11,0,33,2,2,1,0,1,0,0,0
2017-2018,18/11/2017,Bournemouth,Huddersfield,4,0,H,2017-11-18,2017,11,6,16,4,4,1,1,1,1,0,0
2017-2018,18/11/2017,Burnley,Swansea,2,0,H,2017-11-18,2017,11,8,32,2,2,1,0,1,0,0,0
2017-2018,18/11/2017,Crystal Palace,Everton,2,2,D,2017-11-18,2017,11,12,14,4,0,0,1,1,1,1,1
2017-2018,18/11/2017,Leicester,Man City,0,2,A,2017-11-18,2017,11,18,20,2,-2,0,0,1,0,0,2
2017-2018,18/11/2017,Liverpool,Southampton,3,0,H,2017-11-18,2017,11,19,29,3,3,1,1,1,0,0,0
2017-2018,18/11/2017,Man United,Newcastle,4,1,H,2017-11-18,2017,11,21,23,5,3,1,1,1,1,1,0
2017-2018,18/11/2017,West Brom,Chelsea,0,4,A,2017-11-18,2017,11,35,11,4,-4,0,1,1,1,0,2
2017-2018,19/11/2017,Watford,West Ham,2,0,H,2017-11-19,2017,11,34,36,2,2,1,0,1,0,0,0
2017-2018,20/11/2017,Brighton,Stoke,2,2,D,2017-11-20,2017,11,7,30,4,0,0,1,1,1,1,1
2017-2018,24/11/2017,West Ham,Leicester,1,1,D,2017-11-24,2017,11,36,18,2,0,0,0,1,0,1,1
2017-2018,25/11/2017,Crystal Palace,Stoke,2,1,H,2017-11-25,2017,11,12,30,3,1,1,1,1,0,1,0
2017-2018,25/11/2017,Liverpool,Chelsea,1,1,D,2017-11-25,2017,11,19,11,2,0,0,0,1,0,1,1
2017-2018,25/11/2017,Man United,Brighton,1,0,H,2017-11-25,2017,11,21,7,1,1,1,0,0,0,0,0
2017-2018,25/11/2017,Newcastle,Watford,0,3,A,2017-11-25,2017,11,23,34,3,-3,0,1,1,0,0,2
2017-2018,25/11/2017,Swansea,Bournemouth,0,0,D,2017-11-25,2017,11,32,6,0,0,0,0,0,0,0,1
2017-2018,25/11/2017,Tottenham,West Brom,1,1,D,2017-11-25,2017,11,33,35,2,0,0,0,1,0,1,1
2017-2018,26/11/2017,Burnley,Arsenal,0,1,A,2017-11-26,2017,11,8,0,1,-1,0,0,0,0,0,2
2017-2018,26/11/2017,Huddersfield,Man City,1,2,A,2017-11-26,2017,11,16,20,3,-1,0,1,1,0,1,2
2017-2018,26/11/2017,Southampton,Everton,4,1,H,2017-11-26,2017,11,29,14,5,3,1,1,1,1,1,0
2017-2018,28/11/2017,Brighton,Crystal Palace,0,0,D,2017-11-28,2017,11,7,12,0,0,0,0,0,0,0,1
2017-2018,28/11/2017,Leicester,Tottenham,2,1,H,2017-11-28,2017,11,18,33,3,1,1,1,1,0,1,0
2017-2018,28/11/2017,Watford,Man United,2,4,A,2017-11-28,2017,11,34,21,6,-2,0,1,1,1,1,2
2017-2018,28/11/2017,West Brom,Newcastle,2,2,D,2017-11-28,2017,11,35,23,4,0,0,1,1,1,1,1
2017-2018,29/11/2017,Arsenal,Huddersfield,5,0,H,2017-11-29,2017,11,0,16,5,5,1,1,1,1,0,0
2017-2018,29/11/2017,Bournemouth,Burnley,1,2,A,2017-11-29,2017,11,6,8,3,-1,0,1,1,0,1,2
2017-2018,29/11/2017,Chelsea,Swansea,1,0,H,2017-11-29,2017,11,11,32,1,1,1,0,0,0,0,0
2017-2018,29/11/2017,Everton,West Ham,4,0,H,2017-11-29,2017,11,14,36,4,4,1,1,1,1,0,0
2017-2018,29/11/2017,Man City,Southampton,2,1,H,2017-11-29,2017,11,20,29,3,1,1,1,1,0,1,0
2017-2018,29/11/2017,Stoke,Liverpool,0,3,A,2017-11-29,2017,11,30,19,3,-3,0,1,1,0,0,2
2017-2018,2/12/2017,Arsenal,Man United,1,3,A,2017-12-02,2017,12,0,21,4,-2,0,1,1,1,1,2
2017-2018,2/12/2017,Brighton,Liverpool,1,5,A,2017-12-02,2017,12,7,19,6,-4,0,1,1,1,1,2
2017-2018,2/12/2017,Chelsea,Newcastle,3,1,H,2017-12-02,2017,12,11,23,4,2,1,1,1,1,1,0
2017-2018,2/12/2017,Everton,Huddersfield,2,0,H,2017-12-02,2017,12,14,16,2,2,1,0,1,0,0,0
2017-2018,2/12/2017,Leicester,Burnley,1,0,H,2017-12-02,2017,12,18,8,1,1,1,0,0,0,0,0
2017-2018,2/12/2017,Stoke,Swansea,2,1,H,2017-12-02,2017,12,30,32,3,1,1,1,1,0,1,0
2017-2018,2/12/2017,Watford,Tottenham,1,1,D,2017-12-02,2017,12,34,33,2,0,0,0,1,0,1,1
2017-2018,2/12/2017,West Brom,Crystal Palace,0,0,D,2017-12-02,2017,12,35,12,0,0,0,0,0,0,0,1
2017-2018,3/12/2017,Bournemouth,Southampton,1,1,D,2017-12-03,2017,12,6,29,2,0,0,0,1,0,1,1
2017-2018,3/12/2017,Man City,West Ham,2,1,H,2017-12-03,2017,12,20,36,3,1,1,1,1,0,1,0
2017-2018,9/12/2017,Burnley,Watford,1,0,H,2017-12-09,2017,12,8,34,1,1,1,0,0,0,0,0
2017-2018,9/12/2017,Crystal Palace,Bournemouth,2,2,D,2017-12-09,2017,12,12,6,4,0,0,1,1,1,1,1
2017-2018,9/12/2017,Huddersfield,Brighton,2,0,H,2017-12-09,2017,12,16,7,2,2,1,0,1,0,0,0
2017-2018,9/12/2017,Newcastle,Leicester,2,3,A,2017-12-09,2017,12,23,18,5,-1,0,1,1,1,1,2
2017-2018,9/12/2017,Swansea,West Brom,1,0,H,2017-12-09,2017,12,32,35,1,1,1,0,0,0,0,0
2017-2018,9/12/2017,Tottenham,Stoke,5,1,H,2017-12-09,2017,12,33,30,6,4,1,1,1,1,1,0
2017-2018,9/12/2017,West Ham,Chelsea,1,0,H,2017-12-09,2017,12,36,11,1,1,1,0,0,0,0,0
2017-2018,10/12/2017,Liverpool,Everton,1,1,D,2017-12-10,2017,12,19,14,2,0,0,0,1,0,1,1
2017-2018,10/12/2017,Man United,Man City,1,2,A,2017-12-10,2017,12,21,20,3,-1,0,1,1,0,1,2
2017-2018,10/12/2017,Southampton,Arsenal,1,1,D,2017-12-10,2017,12,29,0,2,0,0,0,1,0,1,1
2017-2018,12/12/2017,Burnley,Stoke,1,0,H,2017-12-12,2017,12,8,30,1,1,1,0,0,0,0,0
2017-2018,12/12/2017,Crystal Palace,Watford,2,1,H,2017-12-12,2017,12,12,34,3,1,1,1,1,0,1,0
2017-2018,12/12/2017,Huddersfield,Chelsea,1,3,A,2017-12-12,2017,12,16,11,4,-2,0,1,1,1,1,2
2017-2018,13/12/2017,Liverpool,West Brom,0,0,D,2017-12-13,2017,12,19,35,0,0,0,0,0,0,0,1
2017-2018,13/12/2017,Man United,Bournemouth,1,0,H,2017-12-13,2017,12,21,6,1,1,1,0,0,0,0,0
2017-2018,13/12/2017,Newcastle,Everton,0,1,A,2017-12-13,2017,12,23,14,1,-1,0,0,0,0,0,2
2017-2018,13/12/2017,Southampton,Leicester,1,4,A,2017-12-13,2017,12,29,18,5,-3,0,1,1,1,1,2
2017-2018,13/12/2017,Swansea,Man City,0,4,A,2017-12-13,2017,12,32,20,4,-4,0,1,1,1,0,2
2017-2018,13/12/2017,Tottenham,Brighton,2,0,H,2017-12-13,2017,12,33,7,2,2,1,0,1,0,0,0
2017-2018,13/12/2017,West Ham,Arsenal,0,0,D,2017-12-13,2017,12,36,0,0,0,0,0,0,0,0,1
2017-2018,16/12/2017,Arsenal,Newcastle,1,0,H,2017-12-16,2017,12,0,23,1,1,1,0,0,0,0,0
2017-2018,16/12/2017,Brighton,Burnley,0,0,D,2017-12-16,2017,12,7,8,0,0,0,0,0,0,0,1
2017-2018,16/12/2017,Chelsea,Southampton,1,0,H,2017-12-16,2017,12,11,29,1,1,1,0,0,0,0,0
2017-2018,16/12/2017,Leicester,Crystal Palace,0,3,A,2017-12-16,2017,12,18,12,3,-3,0,1,1,0,0,2
2017-2018,16/12/2017,Man City,Tottenham,4,1,H,2017-12-16,2017,12,20,33,5,3,1,1,1,1,1,0
2017-2018,16/12/2017,Stoke,West Ham,0,3,A,2017-12-16,2017,12,30,36,3,-3,0,1,1,0,0,2
2017-2018,16/12/2017,Watford,Huddersfield,1,4,A,2017-12-16,2017,12,34,16,5,-3,0,1,1,1,1,2
2017-2018,17/12/2017,Bournemouth,Liverpool,0,4,A,2017-12-17,2017,12,6,19,4,-4,0,1,1,1,0,2
2017-2018,17/12/2017,West Brom,Man United,1,2,A,2017-12-17,2017,12,35,21,3,-1,0,1,1,0,1,2
2017-2018,18/12/2017,Everton,Swansea,3,1,H,2017-12-18,2017,12,14,32,4,2,1,1,1,1,1,0
2017-2018,22/12/2017,Arsenal,Liverpool,3,3,D,2017-12-22,2017,12,0,19,6,0,0,1,1,1,1,1
2017-2018,23/12/2017,Brighton,Watford,1,0,H,2017-12-23,2017,12,7,34,1,1,1,0,0,0,0,0
2017-2018,23/12/2017,Burnley,Tottenham,0,3,A,2017-12-23,2017,12,8,33,3,-3,0,1,1,0,0,2
2017-2018,23/12/2017,Everton,Chelsea,0,0,D,2017-12-23,2017,12,14,11,0,0,0,0,0,0,0,1
2017-2018,23/12/2017,Leicester,Man United,2,2,D,2017-12-23,2017,12,18,21,4,0,0,1,1,1,1,1
2017-2018,23/12/2017,Man City,Bournemouth,4,0,H,2017-12-23,2017,12,20,6,4,4,1,1,1,1,0,0
2017-2018,23/12/2017,Southampton,Huddersfield,1,1,D,2017-12-23,2017,12,29,16,2,0,0,0,1,0,1,1
2017-2018,23/12/2017,Stoke,West Brom,3,1,H,2017-12-23,2017,12,30,35,4,2,1,1,1,1,1,0
2017-2018,23/12/2017,Swansea,Crystal Palace,1,1,D,2017-12-23,2017,12,32,12,2,0,0,0,1,0,1,1
2017-2018,23/12/2017,West Ham,Newcastle,2,3,A,2017-12-23,2017,12,36,23,5,-1,0,1,1,1,1,2
2017-2018,26/12/2017,Bournemouth,West Ham,3,3,D,2017-12-26,2017,12,6,36,6,0,0,1,1,1,1,1
2017-2018,26/12/2017,Chelsea,Brighton,2,0,H,2017-12-26,2017,12,11,7,2,2,1,0,1,0,0,0
2017-2018,26/12/2017,Huddersfield,Stoke,1,1,D,2017-12-26,2017,12,16,30,2,0,0,0,1,0,1,1
2017-2018,26/12/2017,Liverpool,Swansea,5,0,H,2017-12-26,2017,12,19,32,5,5,1,1,1,1,0,0
2017-2018,26/12/2017,Man United,Burnley,2,2,D,2017-12-26,2017,12,21,8,4,0,0,1,1,1,1,1
2017-2018,26/12/2017,Tottenham,Southampton,5,2,H,2017-12-26,2017,12,33,29,7,3,1,1,1,1,1,0
2017-2018,26/12/2017,Watford,Leicester,2,1,H,2017-12-26,2017,12,34,18,3,1,1,1,1,0,1,0
2017-2018,26/12/2017,West Brom,Everton,0,0,D,2017-12-26,2017,12,35,14,0,0,0,0,0,0,0,1
2017-2018,27/12/2017,Newcastle,Man City,0,1,A,2017-12-27,2017,12,23,20,1,-1,0,0,0,0,0,2
2017-2018,28/12/2017,Crystal Palace,Arsenal,2,3,A,2017-12-28,2017,12,12,0,5,-1,0,1,1,1,1,2
2017-2018,30/12/2017,Bournemouth,Everton,2,1,H,2017-12-30,2017,12,6,14,3,1,1,1,1,0,1,0
2017-2018,30/12/2017,Chelsea,Stoke,5,0,H,2017-12-30,2017,12,11,30,5,5,1,1,1,1,0,0
2017-2018,30/12/2017,Huddersfield,Burnley,0,0,D,2017-12-30,2017,12,16,8,0,0,0,0,0,0,0,1
2017-2018,30/12/2017,Liverpool,Leicester,2,1,H,2017-12-30,2017,12,19,18,3,1,1,1,1,0,1,0
2017-2018,30/12/2017,Man United,Southampton,0,0,D,2017-12-30,2017,12,21,29,0,0,0,0,0,0,0,1
2017-2018,30/12/2017,Newcastle,Brighton,0,0,D,2017-12-30,2017,12,23,7,0,0,0,0,0,0,0,1
2017-2018,30/12/2017,Watford,Swansea,1,2,A,2017-12-30,2017,12,34,32,3,-1,0,1,1,0,1,2
2017-2018,31/12/2017,Crystal Palace,Man City,0,0,D,2017-12-31,2017,12,12,20,0,0,0,0,0,0,0,1
2017-2018,31/12/2017,West Brom,Arsenal,1,1,D,2017-12-31,2017,12,35,0,2,0,0,0,1,0,1,1
2017-2018,1/1/2018,Brighton,Bournemouth,2,2,D,2018-01-01,2018,1,7,6,4,0,0,1,1,1,1,1
2017-2018,1/1/2018,Burnley,Liverpool,1,2,A,2018-01-01,2018,1,8,19,3,-1,0,1,1,0,1,2
2017-2018,1/1/2018,Everton,Man United,0,2,A,2018-01-01,2018,1,14,21,2,-2,0,0,1,0,0,2
2017-2018,1/1/2018,Leicester,Huddersfield,3,0,H,2018-01-01,2018,1,18,16,3,3,1,1,1,0,0,0
2017-2018,1/1/2018,Stoke,Newcastle,0,1,A,2018-01-01,2018,1,30,23,1,-1,0,0,0,0,0,2
2017-2018,2/1/2018,Man City,Watford,3,1,H,2018-01-02,2018,1,20,34,4,2,1,1,1,1,1,0
2017-2018,2/1/2018,Southampton,Crystal Palace,1,2,A,2018-01-02,2018,1,29,12,3,-1,0,1,1,0,1,2
2017-2018,2/1/2018,Swansea,Tottenham,0,2,A,2018-01-02,2018,1,32,33,2,-2,0,0,1,0,0,2
2017-2018,2/1/2018,West Ham,West Brom,2,1,H,2018-01-02,2018,1,36,35,3,1,1,1,1,0,1,0
2017-2018,3/1/2018,Arsenal,Chelsea,2,2,D,2018-01-03,2018,1,0,11,4,0,0,1,1,1,1,1
2017-2018,4/1/2018,Tottenham,West Ham,1,1,D,2018-01-04,2018,1,33,36,2,0,0,0,1,0,1,1
2017-2018,13/01/2018,Chelsea,Leicester,0,0,D,2018-01-13,2018,1,11,18,0,0,0,0,0,0,0,1
2017-2018,13/01/2018,Crystal Palace,Burnley,1,0,H,2018-01-13,2018,1,12,8,1,1,1,0,0,0,0,0
2017-2018,13/01/2018,Huddersfield,West Ham,1,4,A,2018-01-13,2018,1,16,36,5,-3,0,1,1,1,1,2
2017-2018,13/01/2018,Newcastle,Swansea,1,1,D,2018-01-13,2018,1,23,32,2,0,0,0,1,0,1,1
2017-2018,13/01/2018,Tottenham,Everton,4,0,H,2018-01-13,2018,1,33,14,4,4,1,1,1,1,0,0
2017-2018,13/01/2018,Watford,Southampton,2,2,D,2018-01-13,2018,1,34,29,4,0,0,1,1,1,1,1
2017-2018,13/01/2018,West Brom,Brighton,2,0,H,2018-01-13,2018,1,35,7,2,2,1,0,1,0,0,0
2017-2018,14/01/2018,Bournemouth,Arsenal,2,1,H,2018-01-14,2018,1,6,0,3,1,1,1,1,0,1,0
2017-2018,14/01/2018,Liverpool,Man City,4,3,H,2018-01-14,2018,1,19,20,7,1,1,1,1,1,1,0
2017-2018,15/01/2018,Man United,Stoke,3,0,H,2018-01-15,2018,1,21,30,3,3,1,1,1,0,0,0
2017-2018,20/01/2018,Arsenal,Crystal Palace,4,1,H,2018-01-20,2018,1,0,12,5,3,1,1,1,1,1,0
2017-2018,20/01/2018,Brighton,Chelsea,0,4,A,2018-01-20,2018,1,7,11,4,-4,0,1,1,1,0,2
2017-2018,20/01/2018,Burnley,Man United,0,1,A,2018-01-20,2018,1,8,21,1,-1,0,0,0,0,0,2
2017-2018,20/01/2018,Everton,West Brom,1,1,D,2018-01-20,2018,1,14,35,2,0,0,0,1,0,1,1
2017-2018,20/01/2018,Leicester,Watford,2,0,H,2018-01-20,2018,1,18,34,2,2,1,0,1,0,0,0
2017-2018,20/01/2018,Man City,Newcastle,3,1,H,2018-01-20,2018,1,20,23,4,2,1,1,1,1,1,0
2017-2018,20/01/2018,Stoke,Huddersfield,2,0,H,2018-01-20,2018,1,30,16,2,2,1,0,1,0,0,0
2017-2018,20/01/2018,West Ham,Bournemouth,1,1,D,2018-01-20,2018,1,36,6,2,0,0,0,1,0,1,1
2017-2018,21/01/2018,Southampton,Tottenham,1,1,D,2018-01-21,2018,1,29,33,2,0,0,0,1,0,1,1
2017-2018,22/01/2018,Swansea,Liverpool,1,0,H,2018-01-22,2018,1,32,19,1,1,1,0,0,0,0,0
2017-2018,30/01/2018,Huddersfield,Liverpool,0,3,A,2018-01-30,2018,1,16,19,3,-3,0,1,1,0,0,2
2017-2018,30/01/2018,Swansea,Arsenal,3,1,H,2018-01-30,2018,1,32,0,4,2,1,1,1,1,1,0
2017-2018,30/01/2018,West Ham,Crystal Palace,1,1,D,2018-01-30,2018,1,36,12,2,0,0,0,1,0,1,1
2017-2018,31/01/2018,Chelsea,Bournemouth,0,3,A,2018-01-31,2018,1,11,6,3,-3,0,1,1,0,0,2
2017-2018,31/01/2018,Everton,Leicester,2,1,H,2018-01-31,2018,1,14,18,3,1,1,1,1,0,1,0
2017-2018,31/01/2018,Man City,West Brom,3,0,H,2018-01-31,2018,1,20,35,3,3,1,1,1,0,0,0
2017-2018,31/01/2018,Newcastle,Burnley,1,1,D,2018-01-31,2018,1,23,8,2,0,0,0,1,0,1,1
2017-2018,31/01/2018,Southampton,Brighton,1,1,D,2018-01-31,2018,1,29,7,2,0,0,0,1,0,1,1
2017-2018,31/01/2018,Stoke,Watford,0,0,D,2018-01-31,2018,1,30,34,0,0,0,0,0,0,0,1
2017-2018,31/01/2018,Tottenham,Man United,2,0,H,2018-01-31,2018,1,33,21,2,2,1,0,1,0,0,0
2017-2018,3/2/2018,Arsenal,Everton,5,1,H,2018-02-03,2018,2,0,14,6,4,1,1,1,1,1,0
2017-2018,3/2/2018,Bournemouth,Stoke,2,1,H,2018-02-03,2018,2,6,30,3,1,1,1,1,0,1,0
2017-2018,3/2/2018,Brighton,West Ham,3,1,H,2018-02-03,2018,2,7,36,4,2,1,1,1,1,1,0
2017-2018,3/2/2018,Burnley,Man City,1,1,D,2018-02-03,2018,2,8,20,2,0,0,0,1,0,1,1
2017-2018,3/2/2018,Leicester,Swansea,1,1,D,2018-02-03,2018,2,18,32,2,0,0,0,1,0,1,1
2017-2018,3/2/2018,Man United,Huddersfield,2,0,H,2018-02-03,2018,2,21,16,2,2,1,0,1,0,0,0
